#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_rho_fld       23:rho_plus_p_theta_fld    24:delta_p_fld        
       5.020997010467e+03       1.143041963320e-01      -3.099168999578e-01       4.024126448118e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.652507453272e+03       6.468628150272e-01       7.501297442395e-02       7.486786496721e-02      -2.994714598688e-01      -6.911142232298e-07       0.000000000000e+00      -1.725106019388e+03       6.479292287402e-01      -1.679168978089e+01       1.250512803312e-02       1.648817475121e-03       4.241924633030e-03      -1.213214605148e-05       3.153919265590e-08      -1.211786266099e-05 
       5.036296894544e+03       1.149704658781e-01      -3.107177484825e-01       3.745545515081e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.662418708072e+03       6.487352054593e-01       7.501362906794e-02       7.486610674909e-02      -2.994644269963e-01      -6.878833351822e-07       0.000000000000e+00      -1.735033561429e+03       6.497978244235e-01      -1.698380681148e+01       1.260794787615e-02       1.631534860566e-03       4.193805179573e-03      -1.219130657848e-05       3.160035666334e-08      -1.217703653781e-05 
       5.051596778621e+03       1.156386942193e-01      -3.114554272397e-01       3.408558626282e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.672358608900e+03       6.506074224288e-01       7.501432499469e-02       7.486435676575e-02      -2.994574270630e-01      -6.846634926303e-07       0.000000000000e+00      -1.744989692911e+03       6.516664420550e-01      -1.717750430085e+01       1.271175524354e-02       1.614462030308e-03       4.146357152588e-03      -1.225056817801e-05       3.166261125774e-08      -1.223631090981e-05 
       5.074413430586e+03       1.166388602877e-01      -3.124183054987e-01       2.843794415333e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.687235149376e+03       6.533991676072e-01       7.501544025611e-02       7.486176228755e-02      -2.994470491502e-01      -6.798617144938e-07       0.000000000000e+00      -1.759890338669e+03       6.544531454096e-01      -1.746933147721e+01       1.286841921834e-02       1.589383944075e-03       4.076821584925e-03      -1.233917154936e-05       3.175810854045e-08      -1.232493198356e-05 
       5.092073276344e+03       1.174159711022e-01      -3.130428844173e-01       2.392339633114e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.698793161932e+03       6.555597514038e-01       7.501636771149e-02       7.485976668022e-02      -2.994390667209e-01      -6.761672024060e-07       0.000000000000e+00      -1.771466931606e+03       6.566100595315e-01      -1.769766996405e+01       1.299122157586e-02       1.570284523673e-03       4.023987222842e-03      -1.240796378439e-05       3.183318680641e-08      -1.239373728143e-05 
       5.109733122103e+03       1.181956945519e-01      -3.135624220828e-01       1.955276705970e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.710389328811e+03       6.577201979979e-01       7.501735174161e-02       7.485778186346e-02      -2.994311274539e-01      -6.725588992683e-07       0.000000000000e+00      -1.783081615553e+03       6.587670054852e-01      -1.792818857856e+01       1.311538742114e-02       1.551452952754e-03       3.971995026156e-03      -1.247694178185e-05       3.190651090254e-08      -1.246272902427e-05 
       5.127392967862e+03       1.189780315950e-01      -3.139824311483e-01       1.549429922742e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.722023647808e+03       6.598805371957e-01       7.501839253682e-02       7.485580746134e-02      -2.994232298454e-01      -6.690641695453e-07       0.000000000000e+00      -1.794734391089e+03       6.609239841307e-01      -1.816091190665e+01       1.324092800690e-02       1.532886250566e-03       3.920829172222e-03      -1.254606922884e-05       3.197698949335e-08      -1.253187137692e-05 
       5.145052813620e+03       1.197629832887e-01      -3.143115570909e-01       1.184732855234e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.733696117266e+03       6.620407957841e-01       7.501949033905e-02       7.485384314405e-02      -2.994153725762e-01      -6.656358356035e-07       0.000000000000e+00      -1.806425258803e+03       6.630809963130e-01      -1.839586435572e+01       1.336784946823e-02       1.514580973530e-03       3.870473959698e-03      -1.261531163253e-05       3.204649303222e-08      -1.260112900734e-05 
       5.162712659379e+03       1.205505505482e-01      -3.145600864533e-01       8.654379774410e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.745406735983e+03       6.642009973807e-01       7.502064573681e-02       7.485188892354e-02      -2.994075556942e-01      -6.621845766696e-07       0.000000000000e+00      -1.818154219291e+03       6.652380428802e-01      -1.863307029907e+01       1.349615294957e-02       1.496533795922e-03       3.820914445050e-03      -1.268467644117e-05       3.211831280184e-08      -1.267050790859e-05 
       5.180774172379e+03       1.213587373639e-01      -3.147421219897e-01       5.859223174530e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.757423168594e+03       6.664102944235e-01       7.502188780125e-02       7.484990090405e-02      -2.993996036162e-01      -6.585960262822e-07       0.000000000000e+00      -1.830189353913e+03       6.674441872283e-01      -1.887802778719e+01       1.362880190996e-02       1.478340029582e-03       3.771035107253e-03      -1.275579748794e-05       3.219538573273e-08      -1.274164166857e-05 
       5.194984571138e+03       1.219965254329e-01      -3.148413180098e-01       3.976755602345e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.766905479639e+03       6.681485061557e-01       7.502290842824e-02       7.484834441141e-02      -2.993933776456e-01      -6.557706182449e-07       0.000000000000e+00      -1.839686339612e+03       6.691799593478e-01      -1.907244671647e+01       1.373417852596e-02       1.464210826476e-03       3.732354995194e-03      -1.281191343556e-05       3.225701769786e-08      -1.279776711418e-05 
       5.209194969897e+03       1.226360089858e-01      -3.149072877738e-01       2.350347946311e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.776412491306e+03       6.698867137332e-01       7.502396753269e-02       7.484679456632e-02      -2.993871782653e-01      -6.530246488708e-07       0.000000000000e+00      -1.849207991474e+03       6.709157553971e-01      -1.926836934264e+01       1.384044148367e-02       1.450242635545e-03       3.694163366368e-03      -1.286816576851e-05       3.231651396487e-08      -1.285402982108e-05 
       5.223405368657e+03       1.232771885913e-01      -3.149446547025e-01       9.555470661589e-07       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.785944203592e+03       6.716249238430e-01       7.502506511228e-02       7.484525105551e-02      -2.993810042220e-01      -6.503977708912e-07       0.000000000000e+00      -1.858754309845e+03       6.726515758633e-01      -1.946580823881e+01       1.394758558862e-02       1.436433627750e-03       3.656452889403e-03      -1.292451628849e-05       3.237248576506e-08      -1.291039219007e-05 
       5.237615767416e+03       1.239200648040e-01      -3.149575675764e-01      -2.330066071084e-07       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.795500616571e+03       6.733631422479e-01       7.502620118776e-02       7.484371358659e-02      -2.993748543464e-01      -6.478527207088e-07       0.000000000000e+00      -1.868325295075e+03       6.743874212220e-01      -1.966477589395e+01       1.405560452148e-02       1.422782058910e-03       3.619216399820e-03      -1.298092333914e-05       3.242632950984e-08      -1.296681194569e-05 
       5.251826166175e+03       1.245646381866e-01      -3.149496978692e-01      -1.240116357978e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.805081730397e+03       6.751013738637e-01       7.502737603584e-02       7.484218212081e-02      -2.993687284832e-01      -6.452947440953e-07       0.000000000000e+00      -1.877920947521e+03       6.761232919454e-01      -1.986528469813e+01       1.416449092082e-02       1.409286189040e-03       3.582446862480e-03      -1.303737746420e-05       3.248143001562e-08      -1.302327815577e-05 
       5.266036564934e+03       1.252109093292e-01      -3.149242588770e-01      -2.089163739894e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.814687545286e+03       6.768396228738e-01       7.502859020302e-02       7.484065688689e-02      -2.993626275475e-01      -6.426436342072e-07       0.000000000000e+00      -1.887541267547e+03       6.778591885201e-01      -2.006734692906e+01       1.427423652310e-02       1.395944258052e-03       3.546137303650e-03      -1.309391413561e-05       3.254056064222e-08      -1.307982509614e-05 
       5.284141216483e+03       1.260367465069e-01      -3.148707600938e-01      -2.975732255914e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.826961544228e+03       6.790542572703e-01       7.503019481680e-02       7.483872295050e-02      -2.993548918020e-01      -6.391823153895e-07       0.000000000000e+00      -1.899833698295e+03       6.800708328503e-01      -2.032705474842e+01       1.441528309069e-02       1.379169767819e-03       3.500533017948e-03      -1.316615187696e-05       3.261976966433e-08      -1.315207415911e-05 
       5.294757359241e+03       1.265222806971e-01      -3.148302030853e-01      -3.408489068748e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.834177377764e+03       6.803528849451e-01       7.503116606795e-02       7.483759379049e-02      -2.993503751619e-01      -6.371561500647e-07       0.000000000000e+00      -1.907060314643e+03       6.813677094717e-01      -2.048053210122e+01       1.449862383879e-02       1.369446499455e-03       3.474128322390e-03      -1.320862956811e-05       3.266656663684e-08      -1.319455829658e-05 
       5.305373501999e+03       1.270087633895e-01      -3.147839093814e-01      -3.785690019385e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.841406997791e+03       6.816515275727e-01       7.503215985245e-02       7.483646815396e-02      -2.993458726159e-01      -6.351949839321e-07       0.000000000000e+00      -1.914300698897e+03       6.826646014179e-01      -2.063489695901e+01       1.458242736295e-02       1.359805271813e-03       3.447969122310e-03      -1.325118851364e-05       3.271147979691e-08      -1.323712446853e-05 
       5.315989644758e+03       1.274961949057e-01      -3.147326203771e-01      -4.113665376296e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.848650404471e+03       6.829501860286e-01       7.503317619473e-02       7.483534592890e-02      -2.993413837156e-01      -6.333222517173e-07       0.000000000000e+00      -1.921554851219e+03       6.839615089055e-01      -2.079015403120e+01       1.466668400472e-02       1.350245174078e-03       3.422052551783e-03      -1.329380551159e-05       3.275379210184e-08      -1.327974977626e-05 
       5.326605787516e+03       1.279845754184e-01      -3.146769924649e-01      -4.398071106381e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.855907597975e+03       6.842488611017e-01       7.503421504865e-02       7.483422693240e-02      -2.993369077296e-01      -6.315230457642e-07       0.000000000000e+00      -1.928822771771e+03       6.852584321473e-01      -2.094630803125e+01       1.475139151888e-02       1.340766431013e-03       3.396376122626e-03      -1.333645676000e-05       3.279400194545e-08      -1.332241019817e-05 
       5.337108086959e+03       1.284686527954e-01      -3.146182613746e-01      -4.641498567605e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.863100534230e+03       6.855336267467e-01       7.503526498369e-02       7.483312304783e-02      -2.993324921913e-01      -6.297750479993e-07       0.000000000000e+00      -1.936026301735e+03       6.865414634074e-01      -2.110167471025e+01       1.483563627971e-02       1.331469153424e-03       3.371208686763e-03      -1.337867090013e-05       3.283310401830e-08      -1.336463366333e-05 
       5.347610386401e+03       1.289536594967e-01      -3.145563493924e-01      -4.851553265631e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.870306963563e+03       6.868184099724e-01       7.503633709778e-02       7.483202220151e-02      -2.993280888060e-01      -6.280090273234e-07       0.000000000000e+00      -1.943243306552e+03       6.878245105011e-01      -2.125792842399e+01       1.492031260842e-02       1.322249578986e-03       3.346271010610e-03      -1.342090780216e-05       3.287320037065e-08      -1.340687942605e-05 
       5.358112685843e+03       1.294395956947e-01      -3.144916960471e-01      -5.032105067195e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.877526886161e+03       6.881032113348e-01       7.503743162363e-02       7.483092449163e-02      -2.993236979665e-01      -6.261870821770e-07       0.000000000000e+00      -1.950473786389e+03       6.891075736397e-01      -2.141507369446e+01       1.500541634432e-02       1.313107592602e-03       3.321560778981e-03      -1.346318396745e-05       3.291546941216e-08      -1.344916348827e-05 
       5.368614985285e+03       1.299264616931e-01      -3.144246893902e-01      -5.186621487806e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.884760302216e+03       6.893880313383e-01       7.503854883264e-02       7.482983005397e-02      -2.993193202159e-01      -6.243023830013e-07       0.000000000000e+00      -1.957717741415e+03       6.903906530430e-01      -2.157311499247e+01       1.509094350690e-02       1.304042544716e-03       3.297075429020e-03      -1.350552240903e-05       3.296011610106e-08      -1.349150878118e-05 
       5.381111642605e+03       1.305069939976e-01      -3.143423633455e-01      -5.340832924857e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.893384904751e+03       6.909168600984e-01       7.503990803761e-02       7.482853214777e-02      -2.993141285911e-01      -6.220180394266e-07       0.000000000000e+00      -1.966354860404e+03       6.919174072360e-01      -2.176234186664e+01       1.519326229429e-02       1.293355886285e-03       3.268229970915e-03      -1.355600850343e-05       3.301499528661e-08      -1.354200224360e-05 
       5.390986294789e+03       1.309666526455e-01      -3.142756276818e-01      -5.442762281085e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.900213436173e+03       6.921249348780e-01       7.504100514190e-02       7.482750992025e-02      -2.993100396810e-01      -6.202206014602e-07       0.000000000000e+00      -1.973193263770e+03       6.931238399316e-01      -2.191277203596e+01       1.527452925866e-02       1.284987125104e-03       3.245656985082e-03      -1.359598949943e-05       3.305838113174e-08      -1.358198902427e-05 
       5.400860946973e+03       1.314271340189e-01      -3.142076432508e-01      -5.529301456083e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.907053896990e+03       6.933330272888e-01       7.504212273111e-02       7.482649063843e-02      -2.993059625537e-01      -6.184758946247e-07       0.000000000000e+00      -1.980043580305e+03       6.943302876471e-01      -2.206400645495e+01       1.535615336164e-02       1.276683735255e-03       3.223276128883e-03      -1.363604139655e-05       3.310036011564e-08      -1.362204727588e-05 
       5.410735599158e+03       1.318884383149e-01      -3.141386011230e-01      -5.602212835700e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.913906287381e+03       6.945411376153e-01       7.504326078400e-02       7.482547416604e-02      -2.993018966641e-01      -6.168052263525e-07       0.000000000000e+00      -1.986905810160e+03       6.955367505780e-01      -2.221604866854e+01       1.543813177366e-02       1.268445742672e-03       3.201085504865e-03      -1.367614763802e-05       3.314027183325e-08      -1.366216071745e-05 
       5.420610251342e+03       1.323505657066e-01      -3.140686706772e-01      -5.663046122564e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.920770607523e+03       6.957492661107e-01       7.504441927450e-02       7.482446036154e-02      -2.992978414461e-01      -6.152036993519e-07       0.000000000000e+00      -1.993779953484e+03       6.967432289134e-01      -2.236890215439e+01       1.552046119799e-02       1.260272628737e-03       3.179083293271e-03      -1.371628951772e-05       3.317827913797e-08      -1.370231056982e-05 
       5.432760971586e+03       1.329203415859e-01      -3.139816232391e-01      -5.723305844372e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.929233497745e+03       6.972358887175e-01       7.504587291014e-02       7.482321643921e-02      -2.992928657569e-01      -6.132820006216e-07       0.000000000000e+00      -2.002254908705e+03       6.982278171452e-01      -2.255810657191e+01       1.562224661796e-02       1.250304283348e-03       3.152265234563e-03      -1.376571401179e-05       3.322394491252e-08      -1.375174529311e-05 
       5.442669697269e+03       1.333859081964e-01      -3.139099811364e-01      -5.761939072992e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.936148226319e+03       6.984482274901e-01       7.504708141648e-02       7.482220493008e-02      -2.992888197203e-01      -6.117131712464e-07       0.000000000000e+00      -2.009179457789e+03       6.994384937415e-01      -2.271331714669e+01       1.570563643916e-02       1.242246709579e-03       3.130602053747e-03      -1.380604281782e-05       3.326157016572e-08      -1.379208224150e-05 
       5.452578422953e+03       1.338523043282e-01      -3.138378754425e-01      -5.792251423048e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.943074967711e+03       6.996605852471e-01       7.504831079545e-02       7.482119602050e-02      -2.992847840820e-01      -6.101013476439e-07       0.000000000000e+00      -2.016116003206e+03       7.006491864597e-01      -2.286935567804e+01       1.578936253314e-02       1.234251981524e-03       3.109122482605e-03      -1.384640293079e-05       3.330078004831e-08      -1.383244979980e-05 
       5.462487148637e+03       1.343195302850e-01      -3.137654095723e-01      -5.815177415262e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.950013722111e+03       7.008729621800e-01       7.504956128046e-02       7.482018982438e-02      -2.992807592975e-01      -6.084330595396e-07       0.000000000000e+00      -2.023064545119e+03       7.018598954982e-01      -2.302622551271e+01       1.587342199379e-02       1.226320093462e-03       3.087824533484e-03      -1.388681154068e-05       3.334198812616e-08      -1.387286498852e-05 
       5.472395874320e+03       1.347875862650e-01      -3.136926751349e-01      -5.831564933391e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.956964489710e+03       7.020853584738e-01       7.505083309667e-02       7.481918644710e-02      -2.992767457884e-01      -6.067196274287e-07       0.000000000000e+00      -2.030025083689e+03       7.030706210613e-01      -2.318392993496e+01       1.595781157130e-02       1.218450534493e-03       3.066706448350e-03      -1.392728570853e-05       3.338480316215e-08      -1.391334503648e-05 
       5.483612080493e+03       1.353184051567e-01      -3.136101205204e-01      -5.843209203779e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.964846923815e+03       7.034577570086e-01       7.505229864188e-02       7.481805409221e-02      -2.992722163688e-01      -6.047694034805e-07       0.000000000000e+00      -2.037918558075e+03       7.044411250254e-01      -2.336345517980e+01       1.605373325689e-02       1.209617417681e-03       3.043016628550e-03      -1.397319180145e-05       3.343383954196e-08      -1.395925751656e-05 
       5.494828286666e+03       1.358502882578e-01      -3.135274276682e-01      -5.848486504083e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.972744751157e+03       7.048301808297e-01       7.505379183093e-02       7.481692533082e-02      -2.992677013233e-01      -6.028619878732e-07       0.000000000000e+00      -2.045827404427e+03       7.058116507363e-01      -2.354405865076e+01       1.615006837294e-02       1.200862798582e-03       3.019552301099e-03      -1.401919102206e-05       3.348190142961e-08      -1.400526349833e-05 
       5.506044492839e+03       1.363832358574e-01      -3.134446856394e-01      -5.848263565749e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.980657972020e+03       7.062026301734e-01       7.505531272777e-02       7.481580005045e-02      -2.992632002018e-01      -6.010364860319e-07       0.000000000000e+00      -2.053751622990e+03       7.071821984985e-01      -2.372574492863e+01       1.624680941945e-02       1.192185715937e-03       2.996311023136e-03      -1.406526615224e-05       3.352783073171e-08      -1.405134624226e-05 
       5.517260699011e+03       1.369172482886e-01      -3.133619717235e-01      -5.843277100490e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.988586586692e+03       7.075751052622e-01       7.505686136501e-02       7.481467810616e-02      -2.992587124246e-01      -5.992980371305e-07       0.000000000000e+00      -2.061691214016e+03       7.085527686133e-01      -2.390851849708e+01       1.634394463847e-02       1.183584465220e-03       2.973290311657e-03      -1.411139423260e-05       3.357151022396e-08      -1.409748283262e-05 
       5.530887672624e+03       1.375674726059e-01      -3.132616135707e-01      -5.831662532059e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.998240059622e+03       7.092426097398e-01       7.505878025396e-02       7.481331931527e-02      -2.992532772611e-01      -5.972510598033e-07       0.000000000000e+00      -2.071357993734e+03       7.102179542415e-01      -2.413204652201e+01       1.646248889334e-02       1.173237215778e-03       2.945614625311e-03      -1.416748262542e-05       3.362315470608e-08      -1.415358209990e-05 
       5.541483691558e+03       1.380741589780e-01      -3.131837412402e-01      -5.818958519709e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.005762080531e+03       7.105392492752e-01       7.506030084702e-02       7.481226597698e-02      -2.992490639079e-01      -5.956602272680e-07       0.000000000000e+00      -2.078890339840e+03       7.115127874224e-01      -2.430697502573e+01       1.655506288489e-02       1.165268150199e-03       2.924314326808e-03      -1.421112815955e-05       3.366361172574e-08      -1.419723592427e-05 
       5.552079710491e+03       1.385817967250e-01      -3.131060585876e-01      -5.803438710516e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.013297840773e+03       7.118359123625e-01       7.506184654361e-02       7.481121545542e-02      -2.992448618217e-01      -5.940231731158e-07       0.000000000000e+00      -2.086436406124e+03       7.128076413952e-01      -2.448288623357e+01       1.664797318403e-02       1.157364585649e-03       2.903203900173e-03      -1.425481206735e-05       3.370567760644e-08      -1.424092742351e-05 
       5.562675729425e+03       1.390903861717e-01      -3.130286027687e-01      -5.785434848569e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.020847340600e+03       7.131325991742e-01       7.506341763207e-02       7.481016788566e-02      -2.992406715426e-01      -5.923253916862e-07       0.000000000000e+00      -2.093996192809e+03       7.141025164227e-01      -2.465978372721e+01       1.674121701181e-02       1.149526543141e-03       2.882281300939e-03      -1.429855269686e-05       3.374974090980e-08      -1.428467478960e-05 
       5.573271748358e+03       1.395999275538e-01      -3.129514062385e-01      -5.765274277485e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.028410580263e+03       7.144293098855e-01       7.506501438640e-02       7.480912338798e-02      -2.992364935519e-01      -5.905826318166e-07       0.000000000000e+00      -2.101569700119e+03       7.153974127733e-01      -2.483767101595e+01       1.683479110165e-02       1.141753432748e-03       2.861544672910e-03      -1.434236756055e-05       3.379529413892e-08      -1.432849574784e-05 
       5.584691886778e+03       1.401501654975e-01      -3.128685278650e-01      -5.741495405831e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.036577445610e+03       7.158269009716e-01       7.506676424603e-02       7.480800109262e-02      -2.992320043705e-01      -5.887028856317e-07       0.000000000000e+00      -2.109747610149e+03       7.167930456122e-01      -2.503050611196e+01       1.693601219527e-02       1.133448089479e-03       2.839401079629e-03      -1.438968308427e-05       3.384468726844e-08      -1.437581768697e-05 
       5.596112025198e+03       1.407015100376e-01      -3.127860129297e-01      -5.715928890687e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.044760271790e+03       7.172245202526e-01       7.506854424055e-02       7.480688231231e-02      -2.992275292492e-01      -5.868745512690e-07       0.000000000000e+00      -2.117941458635e+03       7.181887038861e-01      -2.522449933516e+01       1.703760904824e-02       1.125216789885e-03       2.817468684457e-03      -1.443708907488e-05       3.389291607710e-08      -1.442323053696e-05 
       5.607532163618e+03       1.412539615061e-01      -3.127038870035e-01      -5.688874009053e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.052959059128e+03       7.186221679496e-01       7.507035447850e-02       7.480576695988e-02      -2.992230678395e-01      -5.851312009306e-07       0.000000000000e+00      -2.126151245869e+03       7.195843879395e-01      -2.541965489223e+01       1.713957008613e-02       1.117057755253e-03       2.795745206876e-03      -1.448456764992e-05       3.393905807809e-08      -1.447071678925e-05 
       5.618952302038e+03       1.418075203969e-01      -3.126221714060e-01      -5.660557866549e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.061173807950e+03       7.200198442800e-01       7.507219494786e-02       7.480465482601e-02      -2.992186193040e-01      -5.834703590955e-07       0.000000000000e+00      -2.134376972147e+03       7.209800981154e-01      -2.561597694088e+01       1.724189241136e-02       1.108971007121e-03       2.774228129369e-03      -1.453209711765e-05       3.398325016614e-08      -1.451825469157e-05 
       5.632719722792e+03       1.424763298931e-01      -3.125242317103e-01      -5.624959468296e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.071098227151e+03       7.217048358114e-01       7.507445404257e-02       7.480331824982e-02      -2.992132729993e-01      -5.815147982201e-07       0.000000000000e+00      -2.144314595225e+03       7.226627162257e-01      -2.585420785335e+01       1.736572714868e-02       1.099317830128e-03       2.748559673130e-03      -1.458944383937e-05       3.403565471983e-08      -1.457561188253e-05 
       5.643789273378e+03       1.430152472804e-01      -3.124459551494e-01      -5.595324891897e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.079094677261e+03       7.230596662575e-01       7.507630263977e-02       7.480224686764e-02      -2.992089874706e-01      -5.799287861038e-07       0.000000000000e+00      -2.152321638063e+03       7.240156359734e-01      -2.604699330245e+01       1.746567070882e-02       1.091630940642e-03       2.728133695827e-03      -1.463559254709e-05       3.407846678957e-08      -1.462176869053e-05 
       5.654858823965e+03       1.435552063658e-01      -3.123681114120e-01      -5.564889958165e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.087106124877e+03       7.244145242438e-01       7.507818015600e-02       7.480117843022e-02      -2.992047137209e-01      -5.782876272133e-07       0.000000000000e+00      -2.160343657246e+03       7.253685812798e-01      -2.624088687322e+01       1.756593875053e-02       1.084008923933e-03       2.707894776540e-03      -1.468178998198e-05       3.412302910213e-08      -1.466797347998e-05 
       5.665928374552e+03       1.440962074397e-01      -3.122907112001e-01      -5.533768344544e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.095132570308e+03       7.257694099783e-01       7.508008692872e-02       7.480011309173e-02      -2.992004523669e-01      -5.765853011368e-07       0.000000000000e+00      -2.168380653062e+03       7.267215524689e-01      -2.643589217876e+01       1.766652939518e-02       1.076451828885e-03       2.687841021031e-03      -1.472805508134e-05       3.416943686145e-08      -1.471424515375e-05 
       5.676997925138e+03       1.446382509313e-01      -3.122137633623e-01      -5.502098110782e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.103174013861e+03       7.271243236778e-01       7.508202325316e-02       7.479905096267e-02      -2.991962038507e-01      -5.748511510194e-07       0.000000000000e+00      -2.176432625796e+03       7.280745498725e-01      -2.663201277224e+01       1.776744051220e-02       1.068959041246e-03       2.667970345580e-03      -1.477440287412e-05       3.421690337589e-08      -1.476059906238e-05 
       5.689715018671e+03       1.452622570009e-01      -3.121259300223e-01      -5.465215496215e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.112430823349e+03       7.286809315613e-01       7.508428442531e-02       7.479783464911e-02      -2.991913385964e-01      -5.728846261944e-07       0.000000000000e+00      -2.185701505386e+03       7.296289542417e-01      -2.685870455263e+01       1.788376713215e-02       1.060429953339e-03       2.645365558295e-03      -1.482775479766e-05       3.427103506908e-08      -1.481395813619e-05 
