#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_rho_fld       23:rho_plus_p_theta_fld    24:delta_p_fld        
       1.125926214241e+00       2.434453516480e-06      -1.212126684363e+00       1.669237544130e-03       7.098952786508e-09       1.774738196627e-08       2.976296859381e-15       3.549476393254e-09      -9.090950132721e-01       1.669237544152e-03       5.993093196781e-01       6.972806094868e-01      -1.212126619072e+00       1.668775478645e-03       2.498040638485e-04      -9.090951144722e-01       1.670192107798e-03      -1.212134074181e+00       1.668785787919e-03       2.498055934358e-04       3.333333151383e-01      -1.201977896139e-08       2.213264962126e-11       1.143152865756e-08 
       1.137905826136e+00       2.460411316240e-06      -1.211986101232e+00       1.686681127514e-03       7.326917705967e-09       1.831729426492e-08       3.137731159603e-15       3.663458852984e-09      -9.089895759239e-01       1.686681127538e-03       5.993502255485e-01       6.973224557019e-01      -1.211986028442e+00       1.686204125933e-03       2.551619662137e-04      -9.089896887430e-01       1.687666469131e-03      -1.211993481920e+00       1.686214542800e-03       2.551635282978e-04       3.333333147482e-01      -1.199970879836e-08       2.233181296597e-11       1.141404477099e-08 
       1.158971334848e+00       2.506059568069e-06      -1.211759134778e+00       1.717365217931e-03       7.739588257820e-09       1.934897064455e-08       3.438583871930e-15       3.869794128910e-09      -9.088193510836e-01       1.717365217961e-03       5.994186191293e-01       6.973911486357e-01      -1.211759048213e+00       1.716861175546e-03       2.647184952942e-04      -9.088194852427e-01       1.718406272590e-03      -1.211766491977e+00       1.716871771816e-03       2.647201137892e-04       3.333333140522e-01      -1.196528382722e-08       2.268163017563e-11       1.138392550390e-08 
       1.180036843559e+00       2.551711449932e-06      -1.211556233323e+00       1.748061732198e-03       8.167550403069e-09       2.041887600767e-08       3.762131167277e-15       4.083775201534e-09      -9.086671749924e-01       1.748061732234e-03       5.994827788810e-01       6.974540408227e-01      -1.211556132209e+00       1.747529643569e-03       2.744471235339e-04      -9.086673316867e-01       1.749160560809e-03      -1.211563572178e+00       1.747540427308e-03       2.744488006411e-04       3.333333133433e-01      -1.193190647054e-08       2.303093062001e-11       1.135456852143e-08 
       1.201102352270e+00       2.597366962657e-06      -1.211375539157e+00       1.778769649489e-03       8.611083220520e-09       2.152770805130e-08       4.109636368534e-15       4.305541610260e-09      -9.085316543680e-01       1.778769649532e-03       5.995430014697e-01       6.975115967740e-01      -1.211375422692e+00       1.778208491095e-03       2.843479066693e-04      -9.085318348366e-01       1.779928349903e-03      -1.211382868631e+00       1.778219476473e-03       2.843496456329e-04       3.333333126216e-01      -1.189951411174e-08       2.337970951402e-11       1.132593638039e-08 
       1.222167860981e+00       2.643026101196e-06      -1.211215372417e+00       1.809488024021e-03       9.070465735567e-09       2.267616433892e-08       4.482408947412e-15       4.535232867784e-09      -9.084115293128e-01       1.809488024072e-03       5.995995563039e-01       6.975642365321e-01      -1.211215239770e+00       1.808896754257e-03       2.944208947185e-04      -9.084117348393e-01       1.810708731004e-03      -1.211222674708e+00       1.808907916263e-03       2.944226925261e-04       3.333333118870e-01      -1.186804956872e-08       2.372796385478e-11       1.129799493311e-08 
       1.243233369692e+00       2.688688871305e-06      -1.211074212005e+00       1.840215978342e-03       9.545977031300e-09       2.386494257825e-08       4.881805468089e-15       4.772988515650e-09      -9.083056590038e-01       1.840215978400e-03       5.996526938913e-01       6.976123404416e-01      -1.211074062316e+00       1.839593537505e-03       3.046661323811e-04      -9.083058909173e-01       1.841500863571e-03      -1.211081499778e+00       1.839604896148e-03       3.046679932604e-04       3.333333111395e-01      -1.183746052137e-08       2.407569219187e-11       1.127071268350e-08 
       1.264298878403e+00       2.734355269652e-06      -1.210950678381e+00       1.870952697182e-03       1.003789611374e-08       2.509474028434e-08       5.309230294773e-15       5.018948056869e-09      -9.082130087859e-01       1.870952697248e-03       5.997026408746e-01       6.976562534520e-01      -1.210950510759e+00       1.870298007464e-03       3.150836594054e-04      -9.082132684614e-01       1.872303969254e-03      -1.210957946507e+00       1.870309556358e-03       3.150855833067e-04       3.333333103792e-01      -1.180769902406e-08       2.442289446839e-11       1.124406079904e-08 
       1.285364387114e+00       2.780025296104e-06      -1.210843518192e+00       1.901697421898e-03       1.054650199539e-08       2.636625498847e-08       5.766136508750e-15       5.273250997694e-09      -9.081326386438e-01       1.901697421973e-03       5.997496065521e-01       6.976962889606e-01      -1.210843331715e+00       1.901009387378e-03       3.256735109235e-04      -9.081329275034e-01       1.903117326321e-03      -1.210850761393e+00       1.901021119628e-03       3.256754976536e-04       3.333333096060e-01      -1.177872105131e-08       2.476957183504e-11       1.121801263442e-08 
       1.313800032711e+00       2.841679537070e-06      -1.210722831538e+00       1.943210179618e-03       1.126001200022e-08       2.815003000054e-08       6.432325873520e-15       5.630006000108e-09      -9.080421236533e-01       1.943210179707e-03       5.998086147653e-01       6.977446826858e-01      -1.210722618095e+00       1.942475363807e-03       3.402417687574e-04      -9.080424542476e-01       1.944726355385e-03      -1.210730043832e+00       1.942487349948e-03       3.402438429180e-04       3.333333085419e-01      -1.174077609919e-08       2.523671191096e-11       1.118376515520e-08 
       1.342235678308e+00       2.903340390920e-06      -1.210627397775e+00       1.984734638986e-03       1.200512229752e-08       3.001280574381e-08       7.158820710465e-15       6.002561148762e-09      -9.079705483309e-01       1.984734639090e-03       5.998629701299e-01       6.977871567258e-01      -1.210627155552e+00       1.983950967350e-03       3.551241462604e-04      -9.079709234577e-01       1.986351335784e-03      -1.210634578814e+00       1.983963209570e-03       3.551263100132e-04       3.333333074544e-01      -1.170409490894e-08       2.570290777929e-11       1.115051747633e-08 
       1.370671323905e+00       2.965007857665e-06      -1.210554991048e+00       2.026269335379e-03       1.278251901239e-08       3.195629753097e-08       7.949633919525e-15       6.391259506193e-09      -9.079162432859e-01       2.026269335499e-03       5.999130583374e-01       6.978242676478e-01      -1.210554718153e+00       2.025434688771e-03       3.703206954360e-04      -9.079166658650e-01       2.027990893677e-03      -1.210562140362e+00       2.025447189342e-03       3.703229509780e-04       3.333333063434e-01      -1.166859615587e-08       2.616817013186e-11       1.111821921564e-08 
       1.399106969502e+00       3.026681937349e-06      -1.210503639047e+00       2.067812928590e-03       1.359288820751e-08       3.398222051877e-08       8.808953151873e-15       6.796444103754e-09      -9.078777292853e-01       2.067812928728e-03       5.999592257728e-01       6.978565086201e-01      -1.210503333507e+00       2.066925143230e-03       3.858314569999e-04      -9.078782023614e-01       2.069643779621e-03      -1.210510756176e+00       2.066937904728e-03       3.858338066061e-04       3.333333052089e-01      -1.163420660078e-08       2.663251182723e-11       1.108682446286e-08 
       1.427542615100e+00       3.088362629778e-06      -1.210471590182e+00       2.109364189444e-03       1.443691587741e-08       3.609228969353e-08       9.741144563133e-15       7.218457938705e-09      -9.078536926369e-01       2.109364189602e-03       6.000017840278e-01       6.978843176187e-01      -1.210471249941e+00       2.108421056900e-03       4.016564612675e-04      -9.078542193817e-01       2.111308855180e-03      -1.210478673614e+00       2.108434080370e-03       4.016589069456e-04       3.333333040509e-01      -1.160086009506e-08       2.709594751917e-11       1.105629121717e-08 
       1.455978260697e+00       3.150049934326e-06      -1.210457285045e+00       2.150921987913e-03       1.531528794145e-08       3.828821985362e-08       1.075075656637e-14       7.657643970724e-09      -9.078429637839e-01       2.150921988092e-03       6.000410139566e-01       6.979080845629e-01      -1.210456907961e+00       2.149921255083e-03       4.177957289553e-04      -9.078435474993e-01       2.152985081032e-03      -1.210464330384e+00       2.149934536659e-03       4.177982717650e-04       3.333333028694e-01      -1.156849671492e-08       2.755849333514e-11       1.102658091804e-08 
       1.484413906294e+00       3.211743850275e-06      -1.210459332078e+00       2.192485282723e-03       1.622869024186e-08       4.057172560464e-08       1.184252359262e-14       8.114345120928e-09      -9.078444990585e-01       2.192485282926e-03       6.000771693290e-01       6.979281573990e-01      -1.210458915923e+00       2.191424651821e-03       4.342492718970e-04      -9.078451431787e-01       2.194671506569e-03      -1.210466331910e+00       2.191438182098e-03       4.342519117503e-04       3.333333016645e-01      -1.153706201962e-08       2.802016660191e-11       1.099765803666e-08 
       1.522388364048e+00       3.294143466745e-06      -1.210485429531e+00       2.247998009273e-03       1.750431244315e-08       4.376078110786e-08       1.343720866162e-14       8.752156221573e-09      -9.078640721481e-01       2.247998009511e-03       6.001210547047e-01       6.979497371859e-01      -1.210484957574e+00       2.246853726562e-03       4.567122985970e-04      -9.078648025260e-01       2.250356160191e-03      -1.210492373989e+00       2.246867605142e-03       4.567150739820e-04       3.333333000186e-01      -1.149644538164e-08       2.863538053894e-11       1.096020415553e-08 
       1.560362821802e+00       3.376554873492e-06      -1.210535877718e+00       2.303516738193e-03       1.884526482068e-08       4.711316205169e-08       1.519948432665e-14       9.422632410338e-09      -9.079019082885e-01       2.303516738470e-03       6.001603525596e-01       6.979659320179e-01      -1.210535345615e+00       2.302284519503e-03       4.797358073171e-04      -9.079027316186e-01       2.306055581850e-03      -1.210542750508e+00       2.302298723833e-03       4.797387167129e-04       3.333332983309e-01      -1.145729069581e-08       2.924911672645e-11       1.092402453120e-08 
       1.598337279556e+00       3.458978076049e-06      -1.210608415388e+00       2.359039574355e-03       2.025318020922e-08       5.063295052304e-08       1.714225025350e-14       1.012659010461e-08      -9.079563115409e-01       2.359039574675e-03       6.001954946344e-01       6.979773072715e-01      -1.210607818576e+00       2.357715028980e-03       5.033197632513e-04      -9.079572348548e-01       2.361768092200e-03      -1.210615222951e+00       2.357729579576e-03       5.033228139711e-04       3.333332966012e-01      -1.141950328185e-08       2.986142256976e-11       1.088905391837e-08 
       1.636311737311e+00       3.541413072729e-06      -1.210701078256e+00       2.414564796677e-03       2.172969106611e-08       5.432422766528e-08       1.927905353819e-14       1.086484553306e-08      -9.080258086923e-01       2.414564797045e-03       6.002268597561e-01       6.979843540589e-01      -1.210700411947e+00       2.413143427343e-03       5.274641111957e-04      -9.080268393668e-01       2.417492185893e-03      -1.210707819573e+00       2.413158331815e-03       5.274673080306e-04       3.333332948295e-01      -1.138299853635e-08       3.047234669776e-11       1.085523282522e-08 
       1.674286195065e+00       3.623859861568e-06      -1.210812154694e+00       2.470090836556e-03       2.327642951841e-08       5.819107379604e-08       2.162410478860e-14       1.163821475921e-08      -9.081091160208e-01       2.470090836977e-03       6.002547827894e-01       6.979875003075e-01      -1.210811413869e+00       2.468568039384e-03       5.521687771916e-04      -9.081102617859e-01       2.473226509950e-03      -1.210818820732e+00       2.468583289994e-03       5.521721215992e-04       3.333332930158e-01      -1.134770053701e-08       3.108193849379e-11       1.082250670235e-08 
       1.712260652819e+00       3.706318442930e-06      -1.210940148097e+00       2.525616259108e-03       2.489502737530e-08       6.223756843826e-08       2.419229417486e-14       1.244751368765e-08      -9.082051110731e-01       2.525616259587e-03       6.002795613448e-01       6.979871201694e-01      -1.210939327502e+00       2.523987323595e-03       5.774336699840e-04      -9.082063800204e-01       2.528969844964e-03      -1.210946731157e+00       2.524002915335e-03       5.774371639120e-04       3.333332911602e-01      -1.131354085681e-08       3.169024771602e-11       1.079082532589e-08 
       1.750235110573e+00       3.788788817383e-06      -1.211083745975e+00       2.581139747170e-03       2.658711608296e-08       6.646779020740e-08       2.699920738421e-14       1.329355804148e-08      -9.083128094814e-01       2.581139747713e-03       6.003014601673e-01       6.979835417510e-01      -1.211082840114e+00       2.579399856163e-03       6.032586823039e-04      -9.083142100723e-01       2.584721089135e-03      -1.211090240339e+00       2.579415788426e-03       6.032623286355e-04       3.333332892625e-01      -1.128045758098e-08       3.229732420546e-11       1.076014232127e-08 
       1.791279117654e+00       3.877938693178e-06      -1.211255169720e+00       2.641147732861e-03       2.850050470220e-08       7.125126175550e-08       3.032029441042e-14       1.425025235110e-08      -9.084413772900e-01       2.641147733480e-03       6.003221622003e-01       6.979764097539e-01      -1.211254165236e+00       2.639282377467e-03       6.318009019278e-04      -9.084429301169e-01       2.644986558843e-03      -1.211261557823e+00       2.639298669048e-03       6.318047142669e-04       3.333332871641e-01      -1.124584575610e-08       3.295214302833e-11       1.072805230848e-08 
       1.832323124735e+00       3.967102346066e-06      -1.211442199176e+00       2.701150632043e-03       3.050370942315e-08       7.625927355787e-08       3.396084206750e-14       1.525185471157e-08      -9.085816493824e-01       2.701150632746e-03       6.003400400488e-01       6.979661972849e-01      -1.211441089044e+00       2.699153925556e-03       6.609971364787e-04      -9.085833652593e-01       2.705258964534e-03      -1.211448475399e+00       2.699170579038e-03       6.610011188446e-04       3.333332850166e-01      -1.121236133955e-08       3.360564212702e-11       1.069702820545e-08 
       1.873367131816e+00       4.056279776364e-06      -1.211643716300e+00       2.761147144341e-03       3.259878853069e-08       8.149697132672e-08       3.794340053911e-14       1.629939426534e-08      -9.087327872254e-01       2.761147145137e-03       6.003553287263e-01       6.979531837766e-01      -1.211642493166e+00       2.759013065331e-03       6.908471957998e-04      -9.087346774653e-01       2.765537277369e-03      -1.211649875697e+00       2.759030085793e-03       6.908513528566e-04       3.333332828199e-01      -1.117994581082e-08       3.425788313846e-11       1.066702346602e-08 
       1.914411138896e+00       4.145470983692e-06      -1.211858740408e+00       2.821136067034e-03       3.478779967582e-08       8.696949918955e-08       4.229155998777e-14       1.739389983791e-08      -9.088940553063e-01       2.821136067930e-03       6.003682370648e-01       6.979376143042e-01      -1.211857396587e+00       2.818858459329e-03       7.213508731797e-04      -9.088961317324e-01       2.825820566034e-03      -1.211864776288e+00       2.818875848921e-03       7.213552089013e-04       3.333332805741e-01      -1.114854584763e-08       3.490892687558e-11       1.063799486028e-08 
       1.955455145977e+00       4.234675967792e-06      -1.212086408856e+00       2.881116283687e-03       3.707279985343e-08       9.268199963357e-08       4.702997417681e-14       1.853639992671e-08      -9.090648066426e-01       2.881116284694e-03       6.003789512721e-01       6.979197044169e-01      -1.212084936322e+00       2.878688856364e-03       7.525079463591e-04      -9.090670815993e-01       2.886107985350e-03      -1.212092313269e+00       2.878706615212e-03       7.525124642009e-04       3.333332782791e-01      -1.111811269171e-08       3.555883320287e-11       1.060990213143e-08 
       1.996499153058e+00       4.323894728882e-06      -1.212325960765e+00       2.941086754313e-03       3.945584537520e-08       9.863961343799e-08       5.218438408652e-14       1.972792268760e-08      -9.092444705741e-01       2.941086755441e-03       6.003876378724e-01       6.978996442086e-01      -1.212324351143e+00       2.938503081690e-03       7.843181784243e-04      -9.092469569383e-01       2.946398766416e-03      -1.212331726102e+00       2.938521211607e-03       7.843228822690e-04       3.333332759348e-01      -1.108860160674e-08       3.620766094649e-11       1.058270770592e-08 
